numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20221025120000;101560;-40;8;190;2.600000;291.050000;285.050000;68;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100710;mq;mq;740;mq;mq;mq;mq;281.150000;mq;mq;6.900000;9.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.200000;0.200000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20221025120000;101610;-10;8;200;5.500000;290.050000;284.950000;72;32760;0;mq;mq;75;6;800;mq;mq;mq;101050;mq;mq;810;mq;mq;mq;mq;284.450000;mq;mq;7.900000;9.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;1.800000;mq;mq;mq;mq;3;mq;780;6;mq;990;6;mq;1620;mq;mq;mq;
07020;20221025120000;101170;-120;8;170;7.400000;289.350000;286.850000;85;13000;3;2;mq;75;6;800;38;20;14;101060;mq;mq;530;mq;mq;mq;mq;mq;mq;mq;11.600000;11.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.400000;0.400000;0.400000;mq;mq;mq;mq;6;8;900;6;6;1200;4;0;7000;mq;mq;mq;
07027;20221025120000;101350;-140;8;160;6.400000;291.350000;285.750000;70;20000;0;mq;mq;mq;1;800;mq;mq;mq;100560;mq;mq;510;mq;mq;mq;mq;285.050000;mq;mq;8.700000;8.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;1;mq;660;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20221025120000;101520;-100;8;190;4.600000;290.050000;284.550000;70;47600;0;mq;mq;mq;1;800;mq;mq;mq;99670;mq;mq;610;mq;mq;mq;mq;285.250000;mq;mq;6.800000;9.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.200000;0.200000;0.600000;mq;mq;mq;mq;1;mq;690;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20221025120000;101770;-50;8;170;4.900000;290.150000;285.250000;73;20000;0;mq;mq;90;7;800;mq;mq;mq;100650;mq;mq;590;mq;mq;mq;mq;283.650000;mq;mq;7.700000;7.700000;-10;0;0.000000;mq;mq;0.000000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;5;mq;720;7;mq;990;mq;mq;mq;mq;mq;mq;
07110;20221025120000;100820;-250;8;150;6.600000;290.750000;286.050000;74;46780;0;mq;mq;90;7;2250;mq;mq;mq;99670;mq;mq;-50;mq;mq;mq;mq;286.250000;mq;mq;11.100000;11.100000;-10;0;mq;mq;mq;0.000000;0.000000;0.400000;0.400000;1.800000;mq;mq;mq;mq;5;mq;2280;5;mq;3120;7;mq;4140;mq;mq;mq;
07130;20221025120000;101190;-250;8;130;5.000000;290.950000;285.850000;72;47060;0;mq;mq;90;7;2760;mq;mq;mq;100750;mq;mq;160;mq;mq;mq;mq;283.750000;mq;mq;8.500000;8.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.200000;0.200000;0.400000;mq;mq;mq;mq;5;mq;2760;7;mq;4020;mq;mq;mq;mq;mq;mq;
07139;20221025120000;101470;-140;8;130;2.900000;289.050000;286.550000;85;19400;0;mq;mq;90;7;450;mq;mq;mq;99760;mq;mq;410;mq;mq;mq;mq;287.250000;mq;mq;4.600000;5.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;2.600000;mq;mq;mq;mq;7;mq;330;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20221025120000;101670;-80;8;180;3.700000;290.050000;286.150000;78;18880;0;1;1;mq;4;450;mq;mq;mq;100610;mq;mq;520;mq;mq;mq;mq;mq;mq;mq;6.200000;6.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.600000;mq;mq;mq;mq;4;mq;480;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20221025120000;101780;-80;8;150;3.100000;291.850000;286.050000;69;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100390;mq;mq;430;mq;mq;mq;mq;282.750000;mq;mq;5.900000;5.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20221025120000;101830;-70;8;230;3.500000;291.550000;285.550000;68;54200;0;mq;mq;mq;0;mq;mq;mq;mq;97780;mq;mq;480;mq;mq;mq;mq;283.150000;mq;mq;6.100000;6.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;1.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20221025120000;101910;-90;8;200;2.500000;292.750000;287.150000;70;33240;0;mq;mq;mq;1;1750;mq;mq;mq;100140;mq;mq;470;mq;mq;mq;mq;280.350000;mq;mq;4.100000;6.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;11.500000;mq;mq;mq;mq;1;mq;1680;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20221025120000;100990;-220;6;130;8.300000;290.250000;288.450000;89;18000;2;2;2;100;8;800;35;23;mq;100480;mq;mq;-170;mq;mq;mq;mq;mq;mq;mq;12.900000;14.500000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;6;800;4;3;2200;mq;mq;mq;mq;mq;mq;
07222;20221025120000;101140;-260;7;140;5.200000;290.750000;285.850000;73;47850;0;mq;mq;90;7;2940;mq;mq;mq;100830;mq;mq;-100;mq;mq;mq;mq;283.650000;mq;mq;8.200000;9.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;3.200000;mq;mq;mq;mq;7;mq;2940;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20221025120000;101440;-220;8;100;4.400000;291.150000;286.450000;74;57280;0;mq;mq;mq;4;4260;mq;mq;mq;100130;mq;mq;160;mq;mq;mq;mq;284.350000;mq;mq;5.900000;5.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.200000;0.200000;2.600000;mq;mq;mq;mq;4;mq;4260;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20221025120000;101570;-180;8;120;4.000000;292.750000;285.250000;62;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;99640;mq;mq;130;mq;mq;mq;mq;283.050000;mq;mq;5.300000;6.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20221025120000;101820;-100;8;140;1.600000;291.450000;286.750000;74;19790;0;mq;mq;mq;mq;mq;mq;mq;mq;99250;mq;mq;350;mq;mq;mq;mq;283.550000;mq;mq;3.000000;3.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20221025120000;101920;-90;8;100;3.800000;291.750000;286.350000;71;37320;0;mq;mq;mq;0;mq;mq;mq;mq;98740;mq;mq;320;mq;mq;mq;mq;284.550000;mq;mq;6.000000;6.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;1.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20221025120000;101080;-310;8;130;7.800000;293.250000;284.950000;59;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;100810;mq;mq;-410;mq;mq;mq;mq;mq;mq;mq;13.000000;13.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20221025120000;101370;-220;8;130;2.700000;292.350000;285.650000;65;60000;0;mq;mq;75;6;2250;mq;mq;mq;99970;mq;mq;-70;mq;mq;mq;mq;284.750000;mq;mq;4.700000;5.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;1.200000;mq;mq;mq;mq;1;mq;2040;5;mq;2580;6;mq;3540;mq;mq;mq;
07434;20221025120000;101460;-170;8;110;2.900000;290.450000;284.050000;66;30340;0;mq;mq;mq;2;4500;mq;mq;mq;96810;mq;mq;-120;mq;mq;mq;mq;283.050000;mq;mq;4.800000;4.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;4500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20221025120000;101580;-210;8;160;3.400000;292.850000;283.250000;54;21790;0;mq;mq;90;7;4260;mq;mq;mq;97770;mq;mq;50;mq;mq;mq;mq;282.750000;mq;mq;7.200000;7.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;4260;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20221025120000;mq;-130;8;60;1.100000;290.950000;282.850000;59;20000;0;mq;mq;90;7;3240;mq;mq;mq;92270;92500;812;70;mq;mq;mq;mq;280.650000;mq;mq;2.300000;2.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;3240;6;mq;4140;7;mq;5820;mq;mq;mq;
07481;20221025120000;101800;-150;8;140;3.500000;292.850000;286.550000;67;70000;3;2;2;90;1;5500;30;23;12;99010;mq;mq;240;mq;mq;mq;mq;mq;mq;mq;5.600000;5.600000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;1;3;5500;7;0;7800;mq;mq;mq;mq;mq;mq;
07510;20221025120000;101210;-280;8;130;5.900000;294.250000;286.450000;61;36710;0;mq;mq;100;8;3240;mq;mq;mq;100650;mq;mq;-410;mq;mq;mq;mq;283.150000;mq;mq;9.100000;9.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;3240;8;mq;4980;mq;mq;mq;mq;mq;mq;
07535;20221025120000;101460;-120;7;160;3.900000;294.150000;283.650000;51;20000;0;mq;mq;mq;2;3900;mq;mq;mq;98460;mq;mq;-170;mq;mq;mq;mq;285.750000;mq;mq;8.100000;10.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;3900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20221025120000;101610;-60;6;140;5.500000;292.250000;282.950000;55;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93590;mq;mq;80;mq;mq;mq;mq;282.850000;mq;mq;8.800000;9.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20221025120000;101840;-70;8;340;1.500000;292.550000;286.750000;69;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100970;mq;mq;270;mq;mq;mq;mq;286.950000;mq;mq;2.500000;3.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20221025120000;mq;100;8;190;1.500000;293.850000;280.850000;43;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;91980;mq;mq;80;mq;283.050000;mq;294.050000;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20221025120000;101250;-180;8;90;2.900000;295.150000;286.550000;58;37110;mq;mq;mq;mq;1;1250;mq;mq;mq;100570;mq;mq;-350;mq;mq;mq;mq;283.850000;mq;mq;3.900000;4.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1260;5;mq;3300;mq;mq;mq;mq;mq;mq;
07621;20221025120000;101320;-100;8;180;1.200000;293.450000;285.150000;59;41720;0;mq;mq;100;8;4380;mq;mq;mq;97160;mq;mq;-250;mq;mq;mq;mq;283.250000;mq;mq;2.500000;4.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;4380;5;mq;5400;8;mq;6300;mq;mq;mq;
07627;20221025120000;101470;-80;8;100;2.900000;291.250000;284.750000;66;20000;0;mq;mq;75;6;5940;mq;mq;mq;96700;mq;mq;-120;mq;mq;mq;mq;284.450000;mq;mq;4.900000;5.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;5940;6;mq;6480;mq;mq;mq;mq;mq;mq;
07630;20221025120000;101420;-130;8;140;7.100000;298.350000;288.650000;55;24560;0;mq;mq;mq;0;mq;mq;mq;mq;99710;mq;mq;-170;mq;mq;mq;mq;285.350000;mq;mq;11.200000;11.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20221025120000;101820;-80;7;120;2.100000;294.850000;290.050000;74;35000;0;mq;mq;mq;mq;mq;mq;mq;mq;101730;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.100000;-10;mq;0.000000;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20221025120000;101820;-40;8;140;3.700000;298.850000;290.550000;60;19690;0;mq;mq;mq;3;5340;mq;mq;mq;101450;mq;mq;140;mq;mq;mq;mq;287.350000;mq;mq;6.400000;6.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;5340;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20221025120000;mq;mq;mq;150;2.500000;mq;mq;mq;mq;1;0;mq;50;1;450;36;27;12;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.300000;4.300000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;7;500;4;3;2100;1;0;7000;mq;mq;mq;
07690;20221025120000;101910;0;0;130;3.200000;295.250000;292.050000;82;30000;2;0;0;40;1;mq;30;23;11;101610;mq;mq;80;mq;mq;mq;mq;288.850000;mq;mq;4.400000;4.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;1;3;4300;3;0;8000;mq;mq;mq;mq;mq;mq;
07747;20221025120000;101700;-120;8;40;3.400000;293.750000;290.950000;84;16510;0;mq;mq;75;4;450;mq;mq;mq;101190;mq;mq;250;mq;mq;mq;mq;289.950000;mq;mq;4.900000;5.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;4;mq;390;5;mq;5640;6;mq;6300;mq;mq;mq;
07761;20221025120000;102080;-40;8;230;3.000000;298.450000;292.350000;69;16790;0;mq;mq;mq;2;4980;mq;mq;mq;101980;mq;mq;50;mq;mq;mq;mq;285.550000;mq;mq;4.500000;4.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;4980;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20221025120000;102020;20;0;30;3.100000;298.250000;290.950000;64;12540;0;mq;mq;mq;5;4800;mq;mq;mq;101880;mq;mq;-30;mq;mq;mq;mq;284.350000;mq;mq;5.600000;5.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;5;mq;4800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20221025120000;101280;160;6;60;4.500000;301.650000;293.950000;63;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101230;mq;mq;-40;mq;297.350000;mq;302.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20221025120000;101280;130;6;mq;mq;301.050000;294.550000;68;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101210;mq;mq;-150;mq;295.750000;mq;302.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20221025120000;101530;110;6;120;6.300000;300.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101430;mq;mq;-40;mq;296.450000;mq;302.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20221025120000;101760;-80;7;80;6.500000;299.250000;290.850000;60;39630;0;mq;mq;mq;4;2250;mq;mq;mq;101610;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;8.800000;8.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;mq;2160;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20221025120000;102400;40;6;310;6.400000;286.750000;284.250000;85;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102050;mq;mq;-130;mq;281.050000;mq;289.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20221025120000;99910;30;7;310;17.400000;280.250000;279.850000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98160;mq;mq;-80;mq;275.250000;mq;281.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.400000;4.400000;12.400000;13.200000;13.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20221025120000;100410;260;1;280;11.300000;279.750000;268.350000;44;40000;1;mq;mq;40;1;1250;31;20;11;100040;mq;mq;550;mq;mq;mq;mq;mq;mq;mq;mq;18.000000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;1;8;1200;3;0;6000;mq;mq;mq;mq;mq;mq;
67005;20221025120000;101330;-160;6;50;4.800000;301.850000;294.350000;64;20000;0;mq;mq;mq;3;800;mq;mq;mq;101250;mq;mq;-50;mq;mq;mq;mq;mq;mq;mq;8.300000;10.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;3;mq;750;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20221025120000;102720;0;5;240;2.300000;285.950000;285.450000;97;40250;0;mq;mq;mq;1;7560;mq;mq;mq;102630;mq;mq;-250;mq;mq;mq;mq;283.850000;mq;mq;3.200000;3.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;7560;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20221025120000;101330;230;3;60;6.500000;302.450000;300.050000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101010;mq;mq;-80;mq;300.750000;mq;306.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;0.200000;0.200000;0.200000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20221025120000;101390;220;3;60;7.900000;301.850000;297.450000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100880;mq;mq;-80;mq;300.550000;mq;305.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20221025120000;101360;240;3;30;0.700000;301.050000;299.050000;89;48560;mq;mq;mq;mq;mq;mq;mq;mq;mq;101270;mq;mq;-90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.800000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20221025120000;101310;230;1;50;4.400000;303.550000;298.350000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100870;mq;mq;-110;mq;300.250000;mq;304.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.800000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20221025120000;101290;230;1;110;2.400000;302.350000;299.150000;83;60000;0;mq;mq;90;7;450;mq;mq;mq;101200;mq;mq;-100;mq;mq;mq;mq;mq;mq;mq;4.100000;4.100000;-10;mq;mq;mq;mq;-0.100000;-0.100000;0.200000;0.200000;1.000000;mq;mq;mq;mq;5;mq;540;7;mq;780;mq;mq;mq;mq;mq;mq;
81401;20221025120000;101170;250;1;90;1.000000;301.450000;299.050000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101110;mq;mq;-130;mq;297.650000;mq;308.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;3.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20221025120000;101190;260;1;100;1.800000;302.650000;297.950000;76;42660;0;mq;mq;90;6;450;mq;mq;mq;101100;mq;mq;-120;297.350000;mq;mq;mq;298.550000;mq;mq;3.600000;3.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;480;7;mq;7020;mq;mq;mq;mq;mq;mq;
81408;20221025120000;101110;170;1;70;0.700000;303.050000;297.650000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101030;mq;mq;-190;mq;296.550000;mq;308.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20221025120000;mq;mq;mq;30;0.800000;301.250000;297.650000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;296.950000;mq;307.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;19.000000;19.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20221025120000;99770;-110;8;180;25.700000;259.750000;258.150000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99210;mq;mq;mq;259.750000;mq;267.850000;mq;mq;mq;mq;36.000000;36.000000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
